FeatureID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM
S100002945,38768,Lipid,"Fatty Acid, Branched",1659,IIUXHTGBZYEGHI-UHFFFAOYSA-N,CC(CCCCCCCCCCCCCC(O)=O)C,(14 or 15)-methylpalmitate (a17:0 or i17:0),(14 or 15)-methylpalmitate (a17:0 or i17:0),,,HMDB0061859,C16995,"8181,17903417"
S100002951,39831,Lipid,"Fatty Acid, Dicarboxylate",1719,JJOJFIHJIRWASH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCCCC(O)=O,eicosanedioate (C20-DC),eicosanedioate (C20-DC),2424-92-2,68030,,,75502
S100002952,39837,Lipid,"Fatty Acid, Dicarboxylate",1721,DGXRZJSPDXZJFG-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCCCCCC(O)=O,docosadioate (C22-DC),docosadioate (C22-DC),505-56-6,214170,,C14240,7641
S100002953,39609,Lipid,"Fatty Acid, Monohydroxy",2027,UGAGPNKCDRTDHP-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCCO)=O,16-hydroxypalmitate,16-hydroxypalmitate,506-13-8,10034,HMDB0006294,C18218,10466
S100002989,46798,Lipid,Diacylglycerol,2944,BLZVZPYMHLXLHG-RQOIEFAZSA-N,CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],oleoyl-linoleoyl-glycerol (18:1/18:2) [1],106292-55-1,23975985,HMDB0007219,,14275396
S100002990,46799,Lipid,Diacylglycerol,2945,GREDRAMJRDQWEJ-LTEAFHAISA-N,CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],oleoyl-linoleoyl-glycerol (18:1/18:2) [2],104346-53-4,29788004,HMDB0007219,,71433693
S100003000,39270,Lipid,Lysoplasmalogen,2852,QYTPGOPLNFESQC-RLHAVTDZSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,,10471193,HMDB0011152,,
S100003001,39271,Lipid,Lysoplasmalogen,2856,KACDZDULGKPXHT-BIHRDVDLSA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-GPE (P-18:0)*,1-(1-enyl-stearoyl)-GPE (P-18:0)*,,,HMDB0240598,,
S100003008,39223,Lipid,Lysophospholipid,2739,GRWOGFDNIAYTPK-DTNGDMSLSA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(O[C@](COC(CCCCCCCCCCCCCCCCC)=O)(CO)[H])=O)([C@]1(O)[H])[H])O,2-stearoyl-GPI (18:0)*,2-stearoyl-GPI (18:0)*,,,HMDB0061704,,131770413
S100003109,40479,Xenobiotics,Food Component/Plant,4802,ILGMGHZPXRDCCS-UHFFFAOYSA-N,O=C(NC1=C2C=CC=C1)C2CC(O)=O,2-oxindole-3-acetate,2-oxindole-3-acetate,2971-31-5,2338343,HMDB0035514,,3080590
S100003119,39732,Lipid,Endocannabinoid,2189,KOGRJTUIKPMZEJ-KTKRTIGZSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O,N-oleoyltaurine,N-oleoyltaurine,52514-04-2,4941625,,,6437033
S100003151,46223,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1908,MJLXQSQYKZWZCB-DQFWFXSYSA-N,[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,linoleoylcarnitine (C18:2)*,linoleoylcarnitine (C18:2)*,36816-10-1,4952667,HMDB0006469,,6450015
S100003152,39577,Amino Acid,Glutamate Metabolism,61,AOKCDAVWJLOAHG-UHFFFAOYSA-N,CNCCCC(O)=O,N-methyl-GABA,N-methyl-GABA,1119-48-8,63869,,C15987,70703
S100003169,40008,Peptide,Dipeptide,868,UCGDDTHMMVWVMV-UHFFFAOYSA-N,O=C(C(C(CC)C)N)NCC(O)=O,isoleucylglycine,isoleucylglycine,868-28-0,303621,HMDB0028907,,342532
S100003239,39835,Lipid,Endocannabinoid,2191,LPDJCYFKKSLKRO-UHFFFAOYSA-N,O=C(NCCS(=O)(O)=O)CCCCCCCCCCCCCCC,N-palmitoyltaurine,N-palmitoyltaurine,83982-06-3,14435932,,,14504290
S100003240,39730,Lipid,Endocannabinoid,2190,LMIJIHJZVURGQK-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCC)NCCS(=O)(O)=O,N-stearoyltaurine,N-stearoyltaurine,63155-80-6,147194,,,168274
S100003258,63990,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4372,RMHBODZVODTFAH-UHFFFAOYSA-N,OC1=C(OC)C(C(C(CO)O)O1)=O,2-O-methylascorbic acid,2-O-methylascorbic acid,17860-87-6,90149,HMDB0240294,,54726398
S100003260,40007,Amino Acid,Glutamate Metabolism,60,SRGQUICKDUQCKO-UHFFFAOYSA-N,O=C(CCCNCCC(O)=O)O,carboxyethyl-GABA,carboxyethyl-GABA,4386-03-2,2474,HMDB0002201,,2572
S100003397,40406,Lipid,Phospholipid Metabolism,2260,UYPYRKYUKCHHIB-UHFFFAOYSA-N,C[N+](C)([O-])C,trimethylamine N-oxide,trimethylamine N-oxide,1184-78-7,1113,HMDB0000925,C01104,1145
S100003415,62860,Amino Acid,Lysine Metabolism,116,PQNASZJZHFPQLE-LURJTMIESA-N,O=C([C@H](CCCCNC)N)O,N6-methyllysine,N6-methyllysine,1188-07-4,144469,HMDB0002038,C02728,164795
S100003425,40410,Amino Acid,Histidine Metabolism,81,LOIYMIARKYCTBW-UPHRSURJSA-N,O=C(/C=C\C1=CN=CN1)O,cis-urocanate,cis-urocanate,7699-35-6,1266070,HMDB0034174,,1549103
S100003429,40478,Xenobiotics,Food Component/Plant,4913,UXOJWGSGKUYMIA-UHFFFAOYSA-N,OC1=CC(OC2)=C(C=C1)CC2C3=CC=C(OS(=O)(O)=O)C=C3,equol sulfate,equol sulfate,,23936050,,,
S100003432,40481,Xenobiotics,Food Component/Plant,4900,BOLQJTPHPSDZHR-UHFFFAOYSA-N,O=C(CCC1=CC=C(O)C(OC)=C1)O,dihydroferulate,dihydroferulate,1135-23-5,13701,HMDB0062121,,14340
S100003434,40730,Amino Acid,Histidine Metabolism,82,ZCKYOWGFRHAZIQ-UHFFFAOYSA-N,OC(CCC1=CN=CN1)=O,imidazole propionate,imidazole propionate,1074-59-5,63798,HMDB0002271,,70630
S100003674,40703,Peptide,Dipeptide,962,RNKSNIBMTUYWSH-YFKPBYRVSA-N,O=[C@]([C@H]1NCCC1)NCC(O)=O,prolylglycine,prolylglycine,2578-57-6,4932143,HMDB0011178,,6426709
S100003686,42092,Lipid,Fatty Acid Metabolism (Acyl Glycine),1840,KVTFEOAKFFQCCX-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCC)NCC(O)=O,N-palmitoylglycine,N-palmitoylglycine,2441-41-0,133100,HMDB0013034,,151008
S100003695,62864,Xenobiotics,Food Component/Plant,4980,RGHNJXZEOKUKBD-MBMOQRBOSA-N,O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,mannonate*,mannonate*,642-99-9,2496757,,,3246006
S100003868,43501,Lipid,Secondary Bile Acid Metabolism,3549,SPOIYSFQOFYOFZ-BRDORRHWSA-N,O=C(CNC(CC[C@H]([C@@H]1[C@@]2(C)CC[C@H]3[C@H]([C@@H]2CC1)C[C@@H]([C@@H]4C[C@@H](CC[C@]34C)O)O)C)=O)O,glycohyodeoxycholate,glycohyodeoxycholate,13042-33-6,102648,,,114611
S100003892,42002,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",472,DWPCPZJAHOETAG-IMJSIDKUSA-N,O=C([C@H](CSC[C@@H](C(O)=O)N)N)O,lanthionine,lanthionine,3183-08-2,88959,,,98504
S100003901,41220,Lipid,Lysophospholipid,2687,KIHAGWUUUHJRMS-JOCHJYFZSA-N,OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[NH3+])([O-])=O,2-stearoyl-GPE (18:0)*,2-stearoyl-GPE (18:0)*,,24769218,HMDB0011129,,"90658453,53480667"
S100003926,43264,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1936,UEFRDQSMQXDWTO-UHFFFAOYSA-N,CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O,(R)-3-hydroxybutyrylcarnitine,(R)-3-hydroxybutyrylcarnitine,,,HMDB0013127,,53481617
S100003940,43502,Lipid,Fatty Acid Metabolism (Acyl Glycine),1834,SAVLIIGUQOSOEP-UHFFFAOYSA-N,O=C(CCCCCCC)NCC(O)=O,N-octanoylglycine,N-octanoylglycine,14246-53-8,76040,HMDB0000832,,84290
S100004037,41879,Peptide,Dipeptide,805,VKNYIUAACZKZDC-UHFFFAOYSA-N,OCCC(SCC(N)C(NCC(O)=O)=O)(C)C,felinylglycine*,felinylglycine*,,,,,87631897
S100004038,41880,Amino Acid,Felinine Metabolism,605,BSYLNYYWBAWJCH-QMMMGPOBSA-N,O=C([C@H](CSC(C)(C)CCO)NC(C)=O)O,N-acetylfelinine*,N-acetylfelinine*,,,,,134820350
S100004046,43488,Amino Acid,Histidine Metabolism,88,BKAYIFDRRZZKNF-VIFPVBQESA-N,OC([C@H](CC1=CN=CN1)NC(CCNC(C)=O)=O)=O,N-acetylcarnosine,N-acetylcarnosine,56353-15-2,8079136,HMDB0012881,,9903482
S100004054,57512,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1882,DWSFAVOTORHAAL-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O,margaroylcarnitine (C17)*,margaroylcarnitine (C17)*,106182-29-0,35015987,HMDB0006210,,53477803
S100004059,62278,Xenobiotics,Food Component/Plant,4952,GPPYTCRVKHULJH-UHFFFAOYSA-N,C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C,histidine betaine (hercynine)*,histidine betaine (hercynine)*,534-30-5,2340795,HMDB0029422,,3083620
S100004088,40807,Cofactors and Vitamins,Vitamin A Metabolism,4457,NCYCYZXNIZJOKI-OVSJKPMPSA-N,O=C([H])/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,retinal,retinal,,553582,HMDB0001358,C00376,638015
S100004089,42489,Lipid,"Fatty Acid, Monohydroxy",1979,GHPVDCPCKSNJDR-UHFFFAOYSA-N,OC(C(O)=O)CCCCCCCC,2-hydroxydecanoate,2-hydroxydecanoate,5393-81-7,20195,HMDB0094656,,21488
S100004110,46164,Xenobiotics,Benzoate Metabolism,4524,TZVUCGJSHGKWCJ-UHFFFAOYSA-N,OC1=C(OS(=O)(O)=O)C(C)=CC=C1,3-methyl catechol sulfate (2),3-methyl catechol sulfate (2),,,,,
S100004111,46146,Xenobiotics,Benzoate Metabolism,4526,NCOMUGOPQPRVSE-UHFFFAOYSA-N,OC1=CC(C)=CC=C1OS(O)(=O)=O,4-methylcatechol sulfate,4-methylcatechol sulfate,,,HMDB0240459,,54104170
S100004112,46165,Xenobiotics,Benzoate Metabolism,4523,HFDKYCXWNHNKAF-UHFFFAOYSA-N,OC1=C(C)C=CC=C1OS(O)(=O)=O,3-methyl catechol sulfate (1),3-methyl catechol sulfate (1),,,,,118431379
S100004208,46111,Xenobiotics,Benzoate Metabolism,4522,AQTYXAPIHMXAAV-UHFFFAOYSA-N,COC1=C(OS(O)(=O)=O)C=CC=C1,guaiacol sulfate,guaiacol sulfate,,21078,HMDB0060013,,22473
S100004227,43343,Lipid,"Fatty Acid, Amino",1772,AKVBCGQVQXPRLD-UHFFFAOYSA-N,CCCCCCC(C(O)=O)N,2-aminooctanoate,2-aminooctanoate,644-90-6,62727,HMDB0000991,,69522
S100004251,42978,Lipid,"Fatty Acid, Dicarboxylate",1674,OREAFAJWWJHCOT-UHFFFAOYSA-N,CC(C(O)=O)(C(O)=O)C,dimethylmalonic acid,dimethylmalonic acid,595-46-0,11195,HMDB0002001,,11686
S100004262,43027,Lipid,"Fatty Acid, Dicarboxylate",1702,DXNCZXXFRKPEPY-UHFFFAOYSA-N,OC(CCCCCCCCCCCC(O)=O)=O,tridecanedioate (C13-DC),tridecanedioate (C13-DC),505-52-2,10026,HMDB0002327,,10458
S100004284,43424,Xenobiotics,Chemical,6175,HHVIBTZHLRERCL-UHFFFAOYSA-N,CS(C)(=O)=O,dimethyl sulfone,dimethyl sulfone,67-71-0,5978,HMDB0004983,C11142,6213
S100004295,43400,Xenobiotics,Food Component/Plant,4657,XUWHAWMETYGRKB-UHFFFAOYSA-N,O=C1CCCCN1,2-piperidinone,2-piperidinone,675-20-7,12144,HMDB0011749,,12665
S100004299,43255,Amino Acid,Histidine Metabolism,78,GVRCKHXHWSYDEF-UHFFFAOYSA-N,OC(C(CC1=CN(C)C=N1)NC(C)=O)=O,N-acetyl-1-methylhistidine*,N-acetyl-1-methylhistidine*,,,HMDB0240340,,53859791
S100004318,43374,Xenobiotics,Food Component/Plant,4959,JYGFTBXVXVMTGB-UHFFFAOYSA-N,O=C1CC2=C(N1)C=CC=C2,indolin-2-one,indolin-2-one,59-48-3,284794,,C12312,321710
S100004321,48691,Xenobiotics,Food Component/Plant,4798,ZLYUIVZAQHFCNP-UHFFFAOYSA-N,O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1,"2,8-quinolinediol sulfate","2,8-quinolinediol sulfate",,,HMDB0240658,,
S100004322,43266,Xenobiotics,Food Component/Plant,5272,VSTZVCJQGSLNLL-UHFFFAOYSA-N,NC1=CC=CC=C1OS(O)(=O)=O,2-aminophenol sulfate,2-aminophenol sulfate,,158022,HMDB0061116,,181670
S100004326,48693,Xenobiotics,Chemical,6130,CGFRVKXGZRODPA-UHFFFAOYSA-N,CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O,3-acetylphenol sulfate,3-acetylphenol sulfate,,16230535,,,
S100004327,45966,Lipid,Lysophospholipid,2719,ZPDQFUYPBVXUKS-KEKNWZKVSA-N,O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N,1-stearoyl-GPS (18:0)*,1-stearoyl-GPS (18:0)*,,7826051,HMDB0061698,,74819135
S100004328,42463,Lipid,Sphingomyelins,3132,KYICBZWZQPCUMO-PSALXKTOSA-N,CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",,9608732,HMDB0012097,,11433862
S100004329,42459,Lipid,Sphingomyelins,3136,IWHLTJGDYLJQSH-FLPFCPAFSA-N,CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*",,,"HMDB0240638,HMDB0240613",,
S100004396,62069,Lipid,"Fatty Acid, Dicarboxylate",1685,YVOMYDHIQVMMTA-UHFFFAOYSA-N,OC(CC(O)=O)CCC(O)=O,3-hydroxyadipate,3-hydroxyadipate,,133894,HMDB0000345,,151913
S100004418,43525,Peptide,Acetylated Peptides,1207,CPPDWYIPKSSNNM-UHFFFAOYSA-N,O=C(CC(C=C1)=CC=C1O)N([H])CC(O)=O,4-hydroxyphenylacetylglycine,4-hydroxyphenylacetylglycine,28116-23-6,389604,HMDB0000735,C05596,440732
S100004434,43449,Xenobiotics,Food Component/Plant,4726,MFEZJNMQTQMDRQ-UHFFFAOYSA-N,OC(C1=NC(C)=C2N([H])C3=CC=CC=C3C2=C1)=O,1-methyl-beta-carboline-3-carboxylic acid,1-methyl-beta-carboline-3-carboxylic acid,22329-38-0,4546099,,,5406157
S100004442,46325,Lipid,Lysophospholipid,2609,XBFQFMCUPHZKTI-DOFZRALJSA-N,CCCCC\C=C/C/C=C\C/C=C\C/C=C\CCCC(OCC(O)COP(O)(O)=O)=O,1-arachidonoyl-GPA (20:4),1-arachidonoyl-GPA (20:4),799268-65-8,,HMDB0062312,,42607498
S100004488,43586,Amino Acid,Urea cycle; Arginine and Proline Metabolism,528,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,OC([C@H](CCCN([H])/C(N([H])[H])=N/C)N([H])[H])=O,N-monomethylarginine,N-monomethylarginine,53308-83-1,117259,HMDB0029416,C03884,132862
S100004499,43231,Amino Acid,Lysine Metabolism,135,FZXCPFJMYOQZCA-UHFFFAOYSA-N,OC(C1CCCC(N1)=O)=O,6-oxopiperidine-2-carboxylate,6-oxopiperidine-2-carboxylate,34622-39-4,2282737,HMDB0061705,,3014237
S100004523,43249,Amino Acid,Urea cycle; Arginine and Proline Metabolism,515,SRXKAYJJGAAOBP-UHFFFAOYSA-N,CC(NCCCC(N)C(O)=O)=O,N-delta-acetylornithine,N-delta-acetylornithine,,8096135,HMDB0003357,C00437,9920500
S100004542,43761,Lipid,"Fatty Acid, Amino",1767,RDFMDVXONNIGBC-UHFFFAOYSA-N,OC(C(CCCCC)N([H])[H])=O,2-aminoheptanoate,2-aminoheptanoate,1115-90-8,198338,HMDB0094649,,227939
S100004549,43546,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",386,FMUMEWVNYMUECA-LURJTMIESA-N,OC([C@H](CCC(C)C)N([H])[H])=O,5-methylnorleucine,5-methylnorleucine,31872-98-7,85550,,,94817
S100004552,47888,Lipid,Lysophospholipid,2705,KCWGBXXAJHVZNN-YAWQMZOFSA-N,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC[C@@](O)([H])COP(OCCN)(O)=O,1-eicosapentaenoyl-GPE (20:5)*,1-eicosapentaenoyl-GPE (20:5)*,,,HMDB0011489,,53480938
S100004555,43265,Xenobiotics,Chemical,6212,AWUHAZDZHNWQAG-UHFFFAOYSA-N,O=C(C1=CC=CC=C1)OC(C[N+](C)(C)C)CC([O-])=O,benzoylcarnitine*,benzoylcarnitine*,105450-08-6,28689447,,,
S100004601,57783,Xenobiotics,Bacterial/Fungal,5349,KNSAWRXCIVESQC-UHFFFAOYSA-N,O=C(O)CC1=C2C(C=CN2)=CC=C1,1H-indole-7-acetic acid,1H-indole-7-acetic acid,39689-63-9,13535457,,,18356439
S100004606,43676,Lipid,Lysophospholipid,2722,GPCWGPPYPPUKIJ-VNLYIJPESA-N,O=P(O)(OCC(O)COC(CCCCCCCCCC/C=C/C/C=C/CC)=O)OC[C@@H](C(O)=O)N,1-linoleoyl-GPS (18:2)*,1-linoleoyl-GPS (18:2)*,,,,,
S100004634,44618,Amino Acid,Tyrosine Metabolism,211,ORZHQEJEAKXCJA-UHFFFAOYSA-N,NCCC1=CC(OC)=C(OS(=O)(O)=O)C=C1,3-methoxytyramine sulfate,3-methoxytyramine sulfate,,21233674,,,54133459
S100004635,44878,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",445,UCUNFLYVYCGDHP-UHFFFAOYSA-N,O=S(C)(CCC(N)C(O)=O)=O,methionine sulfone,methionine sulfone,820-10-0,63154,HMDB0062174,,69961
S100005350,45951,Lipid,Lysophospholipid,2635,WKQNRCYKYCKESD-YHTMAJSVSA-N,C[N+](CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,1-linolenoyl-GPC (18:3)*,1-linolenoyl-GPC (18:3)*,,,HMDB0010388,C04100,
S100005351,44563,Lipid,Lysophospholipid,2653,PDIGSOAOQOXRDU-GUTOPQIJSA-N,C[N+](CCOP(OCC(O)COC(CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,1-eicosapentaenoyl-GPC (20:5)*,1-eicosapentaenoyl-GPC (20:5)*,,,HMDB0010397,,
S100005352,44560,Lipid,Lysophospholipid,2644,YYSFWGQAKJTHRE-OUKQBFOZSA-N,C[N+](CCOP(OCC(O)COC(CCCCCCCCC/C=C/CCCCCCCC)=O)([O-])=O)(C)C,1-eicosenoyl-GPC (20:1)*,1-eicosenoyl-GPC (20:1)*,,,HMDB0010391,,52924051
S100005353,47087,Lipid,Lysophospholipid,2638,WYIMORDZGCUBAA-UHFFFAOYSA-N,C[N+](CCOP(OCC(O)COC(CCCCCCCCCCCCCCCCCC)=O)([O-])=O)(C)C,1-nonadecanoyl-GPC (19:0),1-nonadecanoyl-GPC (19:0),108273-88-7,24823014,,,
S100005371,44630,Lipid,Lysophospholipid,2700,RNWSKZCVPICGIX-DQXFYRDTSA-N,O=C(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC[C@@](O)([H])COP(OCCN)(O)=O,1-dihomo-linolenoyl-GPE (20:3n3 or 6)*,1-dihomo-linolenoyl-GPE (20:3n3 or 6)*,,,"HMDB0011514,HMDB0011516",,
S100005372,44621,Lipid,Lysoplasmalogen,2854,URGVIWXYPWWBQO-ZCJATDNESA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC,1-(1-enyl-oleoyl)-GPE (P-18:1)*,1-(1-enyl-oleoyl)-GPE (P-18:1)*,,,,,
S100005373,46227,Amino Acid,Lysine Metabolism,123,BFSYFTQDGRDJNV-QCNRFFRDSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O,fructosyllysine,fructosyllysine,21291-40-7,110281,HMDB0034879,,9839580
S100005376,62352,Lipid,Lysophospholipid,2697,JEAGLCKGAKACCE-MDZDMXLPSA-N,O=P(OCC(O)COC(CCCCCCCCC/C=C/CCCCCCCC)=O)(O)OCCN,1-eicosenoyl-GPE (20:1)*,1-eicosenoyl-GPE (20:1)*,,,HMDB0011518,,52925139
S100005384,45413,Xenobiotics,Chemical,6112,CIQHWLTYGMYQQR-QMMMGPOBSA-N,OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O,O-sulfo-tyrosine,O-sulfo-tyrosine,,448617,HMDB0155722,,514186
S100005389,47114,Xenobiotics,Food Component/Plant,4922,PZPATWACAAOHTJ-HWKANZROSA-N,COC1=C(OS(O)(=O)=O)C=CC(/C=C/C(O)=O)=C1,ferulic acid 4-sulfate,ferulic acid 4-sulfate,86321-29-1,4878542,HMDB0029200,,6305574
S100005391,45415,Xenobiotics,Benzoate Metabolism,4589,IQWLPDPKVFZEOK-UHFFFAOYSA-N,OS(OC1=CC=CC(CCC(O)=O)=C1)(=O)=O,3-(3-hydroxyphenyl)propionate sulfate,3-(3-hydroxyphenyl)propionate sulfate,86321-32-6,162993,HMDB0094710,,187488
S100005463,45428,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",447,NPIMMZJBURSMON-UHFFFAOYSA-N,OC(C(CCS(C)=O)NC(C)=O)=O,N-acetylmethionine sulfoxide,N-acetylmethionine sulfoxide,108646-71-5,167798,,,11902949
S100005466,48187,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",479,CXJAAWRLVGAKDV-UHFFFAOYSA-N,O=S(CCNC(C)=O)(O)=O,N-acetyltaurine,N-acetyltaurine,,140553,HMDB0240253,,159864
S100005716,45968,Lipid,Lysophospholipid,2730,FQQQKGAFQIIGLQ-VYFUBJQISA-N,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC(O)CO)(O)=O,1-oleoyl-GPG (18:1)*,1-oleoyl-GPG (18:1)*,,34999689,HMDB0240602,,
S100005717,45970,Lipid,Lysophospholipid,2725,BVJSKAUUFXBDOB-UHFFFAOYSA-N,O=P(OCC(O)CO)(O)OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPG (16:0)*,1-palmitoyl-GPG (16:0)*,,2548639,HMDB0240601,,3300276
S100005814,61826,Lipid,Endocannabinoid,2194,YIWODQVLEDDQSF-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(NCCS(=O)(O)=O)=O,N-linoleoyltaurine*,N-linoleoyltaurine*,,,,,52922081
S100005815,46224,Lipid,Endocannabinoid,2195,YMLFIOCLHPRGDY-PDBXOOCHSA-N,O=C(NCCS(=O)(O)=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,N-linolenoyltaurine*,N-linolenoyltaurine*,,,,,
S100005817,54748,Lipid,Endocannabinoid,2188,YUNYSWCRLRYOPO-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(NCCS(=O)(O)=O)=O,N-arachidonoyltaurine,N-arachidonoyltaurine,119959-65-8,24842023,,,42607331
S100005829,61825,Lipid,Endocannabinoid,2187,XPZFMHCHEWYIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCC(NCCS(=O)(O)=O)=O,N-myristoyltaurine*,N-myristoyltaurine*,,3037686,,,3810823
S100005831,61824,Lipid,Endocannabinoid,2193,QNBGIJHCIVKQEX-FPLPWBNLSA-N,O=C(NCCS(=O)(O)=O)CCCCCCC/C=C\CCCCCC,N-palmitoleoyltaurine*,N-palmitoleoyltaurine*,,,,,
S100005934,54737,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4285,NFEXJLMYXXIWPI-UHFFFAOYSA-N,NC1=NC(N(C2C(O)C(O)C(CO)O2)C=C1CO)=O,5-hydroxymethylcytidine,5-hydroxymethylcytidine,19235-17-7,11596384,,,68576529
S100005946,48141,Xenobiotics,Food Component/Plant,5151,WPAMZTWLKIDIOP-WVZVXSGGSA-N,OC[C@@H](O)[C@@H](O)CC(C(O)=O)=O,2-keto-3-deoxy-gluconate,2-keto-3-deoxy-gluconate,17510-99-5,141630,HMDB0001353,C00204,161227
S100005972,47666,Cofactors and Vitamins,Tocopherol Metabolism,4391,ZQMMTPNJGWUHCB-UHFFFAOYSA-N,CC1=C(OS(O)(=O)=O)C(C)=C2C(OC(C)(CCC(O)=O)CC2)=C1C,alpha-CEHC sulfate,alpha-CEHC sulfate,,,,,
S100005985,47154,Lipid,Sphingomyelins,3133,SOWIKWJDPCEPOJ-IOBWIPHESA-N,CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin (d18:2/14:0, d18:1/14:1)*",,,"HMDB0240637,HMDB0240612",,
S100005986,47153,Lipid,Sphingomyelins,3148,WKZHECFHXLTOLJ-QYKFWSDSSA-N,O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,"sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:1/24:1, d18:2/24:0)*",94359-13-4,24846874,HMDB0012107,,44260126
