FeatureID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM
S100001662,36747,Lipid,Carnitine Metabolism,1948,JHPNVNIEXXLNTR-UHFFFAOYSA-N,C[N+](C)(C)CCCC([O-])=O,deoxycarnitine,deoxycarnitine,6249-56-5,705,HMDB0001161,C01181,22620
S100001664,48130,Nucleotide,"Purine Metabolism, Adenine containing",4193,VKGZCEJTCKHMRL-UHFFFAOYSA-N,OCC(O1)C(O)C(O)C1N2C=NC3=C(NC(CC(O)=O)C(O)=O)N=CN=C32,N6-succinyladenosine,N6-succinyladenosine,4542-23-8,,HMDB0000912,,165243
S100001668,61868,Amino Acid,Histidine Metabolism,98,AHPWEWASPTZMEK-UHFFFAOYSA-N,OCC(O1)C(O)C(O)C1N2C=NC(CC(O)=O)=C2,1-ribosyl-imidazoleacetate*,1-ribosyl-imidazoleacetate*,29605-99-0,4292299,HMDB0002331,C05131,440569
S100001723,37073,Lipid,"Fatty Acid, Monohydroxy",1975,NYHNVHGFPZAZGA-UHFFFAOYSA-N,O=C(C(CCCC)O)O,alpha-hydroxycaproate,alpha-hydroxycaproate,6064-63-7,90191,HMDB0001624,,99824
S100001730,62952,Lipid,"Fatty Acid, Dihydroxy",2054,DZAIOXUZHHTJKN-UHFFFAOYSA-N,O=C(CC(CO)O)O,"3,4-dihydroxybutyrate","3,4-dihydroxybutyrate",51267-44-8,,HMDB0000337,,150929
S100001731,42087,Amino Acid,Tryptophan Metabolism,312,DVJIJAYHBZALOJ-UHFFFAOYSA-N,O=C(NC(CCC(N)=O)C(O)=O)CC1=CNC2=C1C=CC=C2,indoleacetylglutamine,indoleacetylglutamine,,,HMDB0013240,,25200879
S100001733,54907,Lipid,Fatty Acid Metabolism (Acyl Glutamine),1798,NONGMLDQXRDGIT-UHFFFAOYSA-N,O=C(CCCCC)NC(CCC(N)=O)C(O)=O,hexanoylglutamine,hexanoylglutamine,,,,,
S100001734,36752,Amino Acid,Lysine Metabolism,109,DTERQYGMUDWYAZ-ZETCQYMHSA-N,N[C@@H](CCCCNC(C)=O)C(O)=O,N6-acetyllysine,N6-acetyllysine,692-04-6,83801,HMDB0000206,C02727,92832
S100001739,35718,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1589,AHANXAKGNAKFSK-PDBXOOCHSA-N,CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O,dihomo-linolenate (20:3n3 or n6),dihomolinolenate (20:3n3 or 3n6),17046-59-2,4471954,HMDB0002925,C03242,5280581
S100001740,46142,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1368,FBPFZTCFMRRESA-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)CO,mannitol/sorbitol,mannitol/sorbitol,,440,"HMDB0000247,HMDB0000765","C00392,C00794","5780,6251"
S100001743,37097,Amino Acid,Tryptophan Metabolism,269,AOHCBEAZXHZMOR-ZDUSSCGKSA-N,O=C([O-])[C@@H]([N@+](C)(C)C)CC1=CNC2=C1C=CC=C2,tryptophan betaine,tryptophan betaine,20671-76-5,390633,HMDB0061115,C09213,442106
S100001755,36098,Xenobiotics,Benzoate Metabolism,4546,IETVQHUKTKKBFF-UHFFFAOYSA-N,O=S(OC1=CC=C(C=C)C=C1)(O)=O,4-vinylphenol sulfate,4-vinylphenol sulfate,2628-17-3,4932200,HMDB0062775,C05627,6426766
S100001756,36099,Xenobiotics,Benzoate Metabolism,4544,DWZGLEPNCRFCEP-UHFFFAOYSA-N,O=S(OC1=CC=C(CC)C=C1)(O)=O,4-ethylphenylsulfate,4-ethylphenyl sulfate,123-07-9,,HMDB0062551,C13637,20822574
S100001757,36095,Xenobiotics,Food Component/Plant,5099,NODSEPOUFZPJEQ-UHFFFAOYSA-N,CC(C)C1=CC=C(C)C=C1OS(=O)(O)=O,thymol sulfate,thymol sulfate,89-83-8,10709958,HMDB0062720,C09908,12456386
S100001767,48428,Xenobiotics,Food Component/Plant,5139,VTYFITADLSVOAS-UHFFFAOYSA-N,NC(C(O)=O)CCCCN1C(C=O)=CC=C1CO,pyrraline,pyrraline,74509-14-1,19980286,HMDB0033143,C21013,14274616
S100001768,36713,Carbohydrate,Advanced Glycation End-product,1452,NUXSIDPKKIEIMI-UHFFFAOYSA-N,OC(CNCCCCC(C(O)=O)N)=O,N6-carboxymethyllysine,N6-carboxymethyllysine,5746-04-3,11217184,HMDB0240347,,123800
S100001769,37458,Amino Acid,Lysine Metabolism,115,XCYPSOHOIAZISD-UHFFFAOYSA-N,OC(C(C)NCCCCC(C(O)=O)N)=O,N6-carboxyethyllysine,N6-carboxyethyllysine,5746-03-2,11312319,,,23400779
S100001777,36602,Lipid,Lysophospholipid,2740,UGDOFRYHDCDVHD-JCASDCETSA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCC/C=C\CCCCCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-oleoyl-GPI (18:1),1-oleoyl-GPI (18:1),,,HMDB0061693,,86289645
S100001778,36594,Lipid,Lysophospholipid,2742,SAHCQBPGXQFTRA-WNOZMNFTSA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(OC[C@@]([H])(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O)([C@]1(O)[H])[H])O,1-linoleoyl-GPI (18:2)*,1-linoleoyl-GPI* (18:2)*,,,HMDB0240597,,11124828
S100001806,36845,Xenobiotics,Benzoate Metabolism,4580,CYGSXDXRHXMAOV-UHFFFAOYSA-N,O=S(OC1=CC=CC=C1C)(O)=O,o-cresol sulfate,o-cresol sulfate,,9790277,HMDB0011635,,11615528
S100001808,36848,Xenobiotics,Benzoate Metabolism,4542,DMIBREBMNWKSQY-UHFFFAOYSA-N,O=S(OC1=CC(CC)=CC=C1)(O)=O,3-ethylphenylsulfate,3-ethylphenylsulfate,,,HMDB0062721,C14386,86290012
S100001809,36847,Xenobiotics,Benzoate Metabolism,4541,TXENPQZYQPWRAV-UHFFFAOYSA-N,O=S(OC1=C(CC)C=CC=C1)(O)=O,2-ethylphenylsulfate,2-ethylphenylsulfate,,,,,
S100001810,36808,Amino Acid,Urea cycle; Arginine and Proline Metabolism,505,YDGMGEXADBMOMJ-LURJTMIESA-N,N[C@@H](CCCNC(N(C)C)=N)C(O)=O,dimethylarginine (SDMA + ADMA),dimethylarginine (ADMA + SDMA),102783-24-4,110375,"HMDB0003334,HMDB0001539","C21189,C03626","123831,169148"
S100001823,37069,Amino Acid,Alanine and Aspartate Metabolism,32,GDFAOVXKHJXLEI-VKHMYHEASA-N,C[C@H](NC)C(O)=O,N-methylalanine,N-methylalanine,600-21-5,4450824,HMDB0094692,C02721,4377
S100001843,37063,Peptide,Gamma-glutamyl Amino Acid,647,WQXXXVRAFAKQJM-WHFBIAKZSA-N,C[C@H](NC(CC[C@H](N)C(O)=O)=O)C(O)=O,gamma-glutamylalanine,gamma-glutamylalanine,5875-41-2,389104,HMDB0029142,C03738,440103
S100001851,37076,Amino Acid,"Glycine, Serine and Threonine Metabolism",11,JJIHLJJYMXLCOY-BYPYZUCNSA-N,OC[C@@H](C(O)=O)NC(C)=O,N-acetylserine,N-acetylserine,97-14-3,58744,HMDB0002931,,65249
S100001853,37081,Nucleotide,"Purine Metabolism, Guanine containing",4212,XMSMHKMPBNTBOD-UHFFFAOYSA-N,O=C(NC(N(C)C)=N1)C2=C1NC=N2,"N2,N2-dimethylguanine","N2,N2-dimethylguanine",1445-15-4,66666,,,135418794
S100001856,42448,Lipid,Phosphatidylethanolamine (PE),2442,JQKOHRZNEOQNJE-AYBNWLFXSA-N,O=C(CCCCCCC/C=C/CCCCCCCC)O[C@@H](COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),,,HMDB0008993,,9546742
S100001859,37112,Lipid,Inositol Metabolism,2219,CDAISMWEOUEBRE-LKPKBOIGSA-N,O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,chiro-inositol,chiro-inositol,643-12-9,10254647,HMDB0240209,C19891,
S100001866,52623,Lipid,Phosphatidylglycerol (PG),2544,ZEFGRNLJASLRBZ-GXFQOPFSSA-N,O=P(OCC(O)CO)(O)OC[C@H](OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,1-stearoyl-2-oleoyl-GPG (18:0/18:1),1-stearoyl-2-oleoyl-GPG (18:0/18:1),322647-48-3,,HMDB0010604,,24779551
S100001868,37181,Xenobiotics,Food Component/Plant,5110,KFDHKOFCRYUXLA-UHFFFAOYSA-N,C=CCC1=CC=C(OS(=O)(O)=O)C=C1,4-allylphenol sulfate,4-allylphenol sulfate,,,,,66633409
S100001869,42450,Lipid,Phosphatidylcholine (PC),2350,PSVRFUPOQYJOOZ-QNPWAGBNSA-N,C[N+](C)(CCOP([O-])(OC[C@@]([H])(COC(CCCCCCCCCCCCCCCCC)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)=O)C,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),35418-59-8,17347139,HMDB0008048,,16219824
S100001870,42449,Lipid,Phosphatidylethanolamine (PE),2427,HBZNVZIRJWODIB-NHCUFCNUSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)O[C@@H](COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),,7825697,HMDB0005322,,9546747
S100001876,52605,Lipid,Sphingolipid Synthesis,3019,YHEDRJPUIRMZMP-UHFFFAOYSA-N,OP(O)(OCC(C(CCCCCCCCCCCCCCC)O)N)=O,sphinganine-1-phosphate,sphinganine-1-phosphate,19794-97-9,505,HMDB0001383,,520
S100001882,52234,Lipid,Hexosylceramides (HCER),3077,YMYQEDCYNANIPI-OQRGLTFYSA-N,OC1C(CO)OC(OC[C@H](NC(CCCCCCCCCCCCCCCCC)=O)[C@H](O)/C=C/CCCCCCCCCCCCC)C(O)C1O,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),glycosyl-N-stearoyl-sphingosine (d18:1/18:0),,,,,
S100001925,37104,Peptide,Dipeptide,777,SZJNCZMRZAUNQT-IUCAKERBSA-N,O=C(N[C@H]1CC(C)C)[C@H]2N(CCC2)C1=O,cyclo(leu-pro),cyclo(leu-pro),2873-36-1,5428292,HMDB0034276,,7074739
S100001946,37077,Peptide,Dipeptide,760,OWOHLURDBZHNGG-YFKPBYRVSA-N,O=C(NC1)[C@H](CCC2)N2C1=O,cyclo(gly-pro),cyclo(gly-pro),3705-27-9,112149,,,193540
S100001948,37058,Energy,TCA Cycle,1464,HAEVNYBCYZZDFL-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCC(O)=O)=O)=O,succinylcarnitine (C4-DC),succinylcarnitine (C4-DC),256928-74-2,28639166,HMDB0061717,,71464481
S100001950,32586,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4429,BPYKTIZUTYGOLE-VVCLLGATSA-N,CC(C(N/1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C\4C)=O)N3)N2,"bilirubin (E,E)*","bilirubin (E,E)*",,4474753,HMDB0240584,,129320511
S100001956,37431,Amino Acid,Urea cycle; Arginine and Proline Metabolism,525,CWLQUGTUXBXTLF-UHFFFAOYSA-N,O=C(O)C1N(C)CCC1,N-methylproline,N-methylproline,475-11-6,541,HMDB0094696,,643474
S100001977,57591,Cofactors and Vitamins,Vitamin A Metabolism,4455,DMASLKHVQRHNES-QQGJMDNJSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CC(O)C1,beta-cryptoxanthin,beta-cryptoxanthin,472-70-8,4904571,HMDB0033844,C08591,5281235
S100001990,32807,Lipid,Secondary Bile Acid Metabolism,3555,OEDITLKCLMKBOM-UHFFFAOYSA-N,O=S(OC1CCC2(C)C(CCC3C2CCC4(C)C3CCC4C(CCC(NCCS(=O)(O)=O)=O)C)=C1)(O)=O,taurocholenate sulfate*,taurocholenate sulfate*,,,,,
S100002009,37196,Lipid,Progestin Steroids,3290,NOGKXXMAHGCQBS-VNCHAANSSA-N,O[C@H]1CC[C@@]2(C)[C@](CCC3C2CC[C@@]4(C)C3CCC4C(C)OS(=O)(O)=O)([H])C1,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)","5alpha-pregnan-3beta,20beta-diol monosulfate (1)",,,HMDB0240580,,
S100002060,44633,Lipid,Lysophospholipid,2714,XEVRBOQZSXWGQO-FJXNLOIUSA-N,NCCOP(OC[C@](O)([H])COC(CC\C=C/C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(O)=O,1-docosahexaenoyl-GPE (22:6)*,1-docosahexaenoyl-GPE (22:6)*,,,HMDB11496,,85333229
S100002070,37253,Lipid,"Fatty Acid, Dicarboxylate",1680,HWXBTNAVRSUOJR-UHFFFAOYSA-N,O=C(O)CCC(O)C(O)=O,2-hydroxyglutarate,2-hydroxyglutarate,40951-21-1,42,HMDB0059655,C02630,43
S100002102,37432,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4260,LJLLAWRMBZNPMO-UHFFFAOYSA-N,CC(NCCC(O)=O)=O,N-acetyl-beta-alanine,N-acetyl-beta-alanine,3025-95-4,68881,HMDB0061880,C01073,76406
S100002103,62100,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",453,OLVVOVIFTBSBBH-UHFFFAOYSA-N,OC1C(O)C(O)C(CSC)O1,5-methylthioribose**,5-methylthioribose**,23656-67-9,480,HMDB0001087,,6419710
S100002106,37529,Lipid,Sphingomyelins,3138,NBEADXWAAWCCDG-QDDWGVBQSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H],"sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)",108392-10-5,4947837,HMDB0012101,,6443882
S100002107,37506,Lipid,Sphingomyelins,3122,RWKUXQNLWDTSLO-GWQJGLRPSA-N,CCCCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,palmitoyl sphingomyelin (d18:1/16:0),palmitoyl sphingomyelin (d18:1/16:0),6254-89-3,8115562,HMDB0010169,,9939941
S100002113,37443,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",474,ADVPTQAUNPRNPO-UHFFFAOYSA-N,O=C(C(CS(O)=O)N)O,cysteine sulfinic acid,cysteine sulfinic acid,207121-48-0,107,HMDB0000996,C00606,109
S100002122,39600,Xenobiotics,Benzoate Metabolism,4488,XDOFWFNMYJRHEW-UHFFFAOYSA-N,O=C(C1=CC=CC(O)=C1)NCC(O)=O,3-hydroxyhippurate,3-hydroxyhippurate,1637-75-8,396603,HMDB0006116,,450268
S100002129,38170,Lipid,Pregnenolone Steroids,3262,DIJBBUIOWGGQOP-QGVNFLHTSA-N,C[C@]12CC[C@H](OS(=O)(O)=O)CC1=CC[C@@]3([H])[C@]4([H])CC[C@H]([C@](C)=O)[C@](C)4CC[C@]23[H],pregnenolone sulfate,pregnenolone sulfate,1247-64-9,94802,HMDB0000774,C18044,105074
S100002154,37459,Xenobiotics,Food Component/Plant,4914,SSISHJJTAXXQAX-UHFFFAOYSA-N,S=C1NC(CC(C([O-])=O)[N+](C)(C)C)=CN1,ergothioneine,ergothioneine,58511-63-0,2297320,HMDB0003045,C05570,5351619
S100002167,37536,Lipid,Eicosanoid,2158,ZNHVWPKMFKADKW-VXBMJZGYSA-N,OC(CCC/C=C\C\C=C/C=C/C(C/C=C\CCCCC)O)=O,12-HETE,12-HETE,"73837-14-6,71030-37-0",21509475,HMDB0006111,C14777,5283155
S100002171,37419,Lipid,Lysophospholipid,2685,RVNBVQKDPQVSOY-NRFANRHFSA-N,O=P(OCCN)(O)OC[C@@H](O)COC(CCCCCCCCCCCCCCCC)=O,1-margaroyl-GPE (17:0)*,1-margaroyl-GPE (17:0)*,,,HMDB0061691,,52925149
S100002173,37418,Lipid,Lysophospholipid,2616,RJZVWDTYEWCUAR-QFIPXVFZSA-N,O=P(OCC[N+](C)(C)C)([O-])OC[C@@H](O)COC(CCCCCCCCCCCCCC)=O,1-pentadecanoyl-GPC (15:0)*,1-pentadecanoyl-GPC (15:0)*,,,HMDB0010381,,24779458
S100002183,38127,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",444,YDBYJHTYSHBBAU-UHFFFAOYSA-N,NC(CC[S+](C)C)C([O-])=O,S-methylmethionine,S-methylmethionine,3493-12-7,8351775,HMDB0038670,C05319,458
S100002185,38116,Amino Acid,Tryptophan Metabolism,321,KMAKOBLIOCQGJP-UHFFFAOYSA-N,O=C(C1=CNC2=C1C=CC=C2)O,indole-3-carboxylate,indole-3-carboxylate,771-50-6,,HMDB0003320,C19837,69867
S100002196,37752,Lipid,"Fatty Acid, Monohydroxy",2031,HNICUWMFWZBIFP-IRQZEAMPSA-N,OC(CCCCCCC/C=C\C=C\[C@H](CCCCC)O)=O,13-HODE + 9-HODE,13-HODE + 9-HODE,,,"HMDB0004670,HMDB0004667","C14767,C14762","5312830,5282945,1424,5282947,5282944"
S100002249,43530,Amino Acid,Lysine Metabolism,137,RMOIHHAKNOFHOE-UHFFFAOYSA-N,O=C(C)NCCCCCN,N-acetyl-cadaverine,N-acetyl-cadaverine,32343-73-0,,HMDB0002284,,10374713
S100002253,38637,Xenobiotics,Food Component/Plant,4874,YAADMLWHGMUGQL-VOTSOKGWSA-N,O=C(NCC(O)=O)/C=C/C1=CC=CC=C1,cinnamoylglycine,cinnamoylglycine,16534-24-0,618829,HMDB0011621,,709625
S100002254,38625,Lipid,Endocannabinoid,2180,OTGQIQQTPXJQRG-UHFFFAOYSA-N,OCCNC(CCCCCCCCCCCCCCCCC)=O,stearoyl ethanolamide,stearoyl ethanolamide,111-57-9,25958,HMDB0013078,,27902
S100002259,38178,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1897,OQWOHRPOYAVIOK-KTKRTIGZSA-N,O=C([O-])CC(OC(CC/C=C\CCCCC)=O)C[N+](C)(C)C,cis-4-decenoylcarnitine (C10:1),cis-4-decenoylcarnitine (C10:1),98930-66-6,28639171,HMDB0013205,,57357170
S100002284,62950,Lipid,"Fatty Acid, Dihydroxy",2050,LOUGYXZSURQALL-GBXIJSLDSA-N,C[C@@H](O)[C@H](O)C(O)=O,"2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate",5057-93-2,9139682,HMDB0002453,,10964471
S100002300,38159,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4284,LUCHPKXVUGJYGU-XLPZGREQSA-N,O[C@H]1C[C@H](N2C=C(C)C(N)=NC2=O)O[C@@H]1CO,5-methyl-2'-deoxycytidine,5-methyl-2'-deoxycytidine,838-07-3,389065,HMDB0002224,C03592,440055
S100002356,38296,Lipid,"Fatty Acid, Branched",1665,YETXGSGCWODRAA-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCCC(C)C)=O,(16 or 17)-methylstearate (a19:0 or i19:0),(16 or 17)-methylstearate (a19:0 or i19:0),2724-59-6,2340933,HMDB0037397,,3083779
S100002367,63109,Lipid,"Fatty Acid, Dihydroxy",2051,LOUGYXZSURQALL-PWNYCUMCSA-N,OC([C@H](O)[C@H](O)C)=O,"2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate",759-06-8,17215960,HMDB0000498,,13120901
S100002397,62101,Amino Acid,Glutamate Metabolism,48,COJBGNAUUSNXHX-UHFFFAOYSA-N,NC(CCC(C(O)=O)=O)=O,alpha-ketoglutaramate*,alpha-ketoglutaramate*,18465-19-5,,HMDB0001552,C00940,48
S100002417,38276,Xenobiotics,Food Component/Plant,4793,JTEYKUFKXGDTEU-UHFFFAOYSA-N,OC(C(O)C(C)(O)C)=O,"2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate",1756-18-9,657,HMDB0012141,C04039,677
S100002458,57747,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",372,WKRBKYFIJPGYQC-DUXPYHPUSA-N,OC(C/C(C)=C/C(O)=O)=O,3-methylglutaconate,3-methylglutaconate,5746-90-7,1267861,HMDB0000522,,1551553
S100002462,43582,Amino Acid,Lysine Metabolism,122,OWGKYELXGFKIHH-MYLOADSESA-N,O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)OC1OC(CCC(N)C(O)=O)CN,5-(galactosylhydroxy)-lysine,5-(galactosylhydroxy)-lysine,32448-36-5,,,,66995551
S100002466,62103,Amino Acid,Glutathione Metabolism,585,ZHRLECIZINSPKL-AKGZTFGVSA-N,OC(CNC(C(N)CSSC[C@@H](C(O)=O)N)=O)=O,cysteinylglycine disulfide*,cysteinylglycine disulfide*,70555-24-7,17215992,HMDB0000709,,22833544
S100002470,38077,Lipid,Lysophospholipid,2749,OJFNCVWSQAZLNM-WQHTYANMSA-N,[H]C(C(O)(C(O)([C@](O)1[H])[H])[H])([C@@](OP(O)(O[C@](COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(CO)[H])=O)([C@]1(O)[H])[H])O,2-arachidonoyl-GPI (20:4)*,2-arachidonoyl-GPI (20:4)*,,,,,
S100002528,46960,Xenobiotics,Chemical,6109,QAOWNCQODCNURD-UHFFFAOYSA-N,OS(O)(=O)=O,sulfate*,sulfate*,14808-79-8,1086,HMDB01448,C00059,5152822
S100002613,63061,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4355,OTOIIPJYVQJATP-BYPYZUCNSA-N,OC([C@H](O)C(C)(C)CO)=O,pantoate,pantoate,470-29-1,388387,HMDB0240389,C00522,5289105
S100002619,53237,Carbohydrate,Pentose Metabolism,1304,HSNZZMHEPUFJNZ-SHUUEZRQSA-N,OCC([C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO)=O,sedoheptulose,sedoheptulose,3019-74-7,4573620,HMDB0003219,C02076,5459879
S100002749,39592,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",463,IDIDJDIHTAOVLG-VKHMYHEASA-N,OC([C@H](CSC)N)=O,S-methylcysteine,S-methylcysteine,1187-84-4,22826,HMDB0002108,,"24417,7058174,88180"
S100002769,57461,Amino Acid,Urea cycle; Arginine and Proline Metabolism,529,BMFMQGXDDJALKQ-BYPYZUCNSA-N,N=C(N)NCCC[C@H](O)C(O)=O,argininate*,argininate*,157-07-3,140984,HMDB0003148,,160437
S100002781,39779,Lipid,Corticosteroids,3320,FUFLCEKSBBHCMO-IWBQTIMDSA-N,O=C(C1[C@@]2(C)CC([C@]([C@@]([C@]2([H])CC1)([H])CC3)([H])[C@@](C3=C4)(C)CCC4=O)=O)CO,11-dehydrocorticosterone,11-dehydrocorticosterone,72-23-1,,HMDB0004029,C05490,6290
S100002784,55072,Amino Acid,Urea cycle; Arginine and Proline Metabolism,498,ARBHXJXXVVHMET-UHFFFAOYSA-N,OC(C(CCC/N=C(N)/N)=O)=O,2-oxoarginine*,2-oxoarginine*,3715-10-4,542,HMDB0004225,C03771,558
S100002806,38686,Xenobiotics,Drug - Neurological,5851,UGJMXCAKCUNAIE-UHFFFAOYSA-N,NCC1(CCCCC1)CC(O)=O,gabapentin,gabapentin,60142-96-3,3328,HMDB0005015,D00332,3446
S100002868,39792,Lipid,Lysophospholipid,2655,UIINDYGXBHJQHX-GDLZYMKVSA-N,CCCCCCCCCCCCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-behenoyl-GPC (22:0),1-behenoyl-GPC (22:0),125146-65-8,,HMDB0010398,,24779479
S100002869,55070,Lipid,Lysophospholipid,2657,PAFOXYLFALKPOE-BKAVPCLVSA-N,CCCCCCCC/C=C\CCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-erucoyl-GPC (22:1)*,1-erucoyl-GPC (22:1)*,,,HMDB0010399,,53480471
S100002871,52698,Lipid,Lysophospholipid,2658,ZOJBSSVHFSBHMP-JJJSWPRASA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-adrenoyl-GPC (22:4)*,1-adrenoyl-GPC (22:4)*,,,HMDB0010401,,52924039
S100002873,49617,Lipid,Lysophospholipid,2666,SKJMUADLQLZAGH-WJOKGBTCSA-N,CCCCCCCCCCCCCCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-lignoceroyl-GPC (24:0),1-lignoceroyl-GPC (24:0),325171-59-3,24766539,HMDB0010405,,24779481
S100002874,55071,Lipid,Lysophospholipid,2668,GDXMCRNTFPQYOQ-RPUPUBLZSA-N,CCCCCCCC/C=C\CCCCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O,1-nervonoyl-GPC (24:1n9)*,1-nervonoyl-GPC (24:1n9)*,,,HMDB0010406,,53480477
S100002875,52474,Lipid,Lysoplasmalogen,2851,HTZINLFNXLXRBC-CQLBIITFSA-N,CCCCCCCCCCCCCC/C=C\OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,,9093054,HMDB0010407,,10917802
S100002910,62946,Amino Acid,Histidine Metabolism,94,UJCGYTCAMOHYCG-UHFFFAOYSA-N,O=C(O)CC1=CN=CN1C,1-methyl-5-imidazoleacetate,1-methyl-5-imidazoleacetate,4200-48-0,4954265,HMDB04988,,6451814
S100002912,39378,Lipid,Secondary Bile Acid Metabolism,3537,BHTRKEVKTKCXOH-BWIGJTJCSA-N,O=C(NCCS(=O)(O)=O)CC[C@@H](C)C1CC[C@@]2([H])[C@]3([H])[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C,tauroursodeoxycholate,tauroursodeoxycholate,14605-22-2,24539842,HMDB0000874,,9848818
S100002913,57573,Lipid,Secondary Bile Acid Metabolism,3565,BHQCQFFYRZLCQQ-QQODLWJBSA-N,C[C@@]12[C@](CCC2[C@H](C)CCC(O)=O)([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]1O,ursocholate,ursocholate,2955-27-3,,HMDB0000917,C17644,122340
S100002914,39587,Xenobiotics,Benzoate Metabolism,4594,NMHMNPHRMNGLLB-UHFFFAOYSA-N,OC1=CC=C(CCC(O)=O)C=C1,3-(4-hydroxyphenyl)propionate,3-(4-hydroxyphenyl)propionate,501-97-3,9965,HMDB0002199,C01744,10394
S100002927,43378,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",464,ZZLHPCSGGOGHFW-UHFFFAOYSA-N,NC(CS(C)=O)C(O)=O,S-methylcysteine sulfoxide,S-methylcysteine sulfoxide,6853-87-8,74136,HMDB0029432,,82142
