FeatureID,LIB_ID,COMP_ID,SUPER_PATHWAY,SUB_PATHWAY,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
F100009227,209,54885,Lipid,Lysophospholipid,NAMED,VEEHTGYBVMTAAF-RFFZIGDUSA-N,[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)=O,1-linoleoyl-GPG (18:2)*,,,HMDB0240600,,,Neg
F100009232,400,53231,Xenobiotics,Chemical,NAMED,DZLNHFMRPBPULJ-VKHMYHEASA-N,O=C(O)[C@]1(NCSC1)[H],thioproline,34592-47-4,84120,HMDB0062164,,93176,Pos Early
F100009233,402,52944,Lipid,Fatty Acid Metabolism (Acyl Choline),NAMED,UFQZDKMTMXCDBP-UHFFFAOYSA-N,C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O,palmitoylcholine,,133731,HMDB0240592,,151731,Pos Late
F100009237,305,53232,Xenobiotics,Bacterial/Fungal,NAMED,WZVZUKROCHDMDT-UHFFFAOYSA-N,OC(C(CC)N([H])C(C)=O)=O,2-acetamidobutanoate,,270613,,,306107,Polar
F100009240,209,57645,Peptide,Acetylated Peptides,NAMED,FDWFFCURSPACFQ-UHFFFAOYSA-N,O=C(CC1=CC=CC=C1)N([H])C(C(O)=O)C,phenylacetylalanine,17966-65-3,490542,,,564251,Neg
F100009261,209,52970,Lipid,Secondary Bile Acid Metabolism,NAMED,WHMOBEGYTDWMIG-FLHJKBNJSA-N,OS(OC1C[C@]2(C[C@@H]([C@]3([C@@]4(CC[C@@]([H])([C@]4(CC[C@@]3([C@]2(CC1)C)[H])C)[C@H](C)CCC(O)=O)[H])[H])O)[H])(=O)=O,ursodeoxycholate sulfate (1),,,,,,Neg
F100009272,402,53013,Lipid,Hexosylceramides (HCER),NAMED,VJLLLMIZEJJZTE-NNTBDIJYSA-N,[H][C@](O)([C@@](NC(CCCCCCCCCCCCCCC)=O)(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[H])/C=C/CCCCCCCCCCCCC,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),,,,,,Pos Late
F100009328,209,54795,Xenobiotics,Food Component/Plant,NAMED,ZXQZXWJQZQBNQK-UHFFFAOYSA-N,OS(OC1=C(C)OC(C)C1=O)(=O)=O,furaneol sulfate,,,,,59815364,Neg
F100009329,305,63590,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,NAMED,SKKZOYBAANIUOV-ZAFYKAAXSA-N,O[C@@H](CO)[C@@](C1=O)([H])OC(O)=C1OS(O)(=O)=O,ascorbic acid 2-sulfate,,77998,HMDB0060649,,54676864,Polar
F100009331,402,53260,Lipid,Fatty Acid Metabolism (Acyl Choline),NAMED,GFSSJDJAEKYAGX-UHFFFAOYSA-N,O=C(CCCCCCC/[C-]=C/CCCCCCCC)OCC[N+](C)(C)C,oleoylcholine,,,HMDB0240596,,59040790,Pos Late
F100009337,209,53254,Xenobiotics,Food Component/Plant,NAMED,SNVAIAITQIIEMQ-DUXPYHPUSA-N,OS(OC1=CC=C(C=C1O)/C=C/C(O)=O)(=O)=O,caffeic acid sulfate,,30777608,HMDB0041708,,21668705,Neg
F100009393,209,57651,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NAMED,KBGYPXOSNDMZRV-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCC(O)=O,hexadecatrienoate (16:3n3),7561-64-0,4471853,,,91820460,Neg
F100009394,209,57652,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NAMED,WPJGPAAPSBVXNU-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCC(O)=O,hexadecadienoate (16:2n6),28290-73-5,13628094,HMDB0000477,,13932172,Neg
F100009406,402,53223,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NAMED,JFAGPSOZZSTLRF-KHPPLWFESA-N,O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC,palmitoleoylcarnitine (C16:1)*,,28639183,HMDB0013207,,71464547,Pos Late
F100009413,209,57585,Xenobiotics,Chemical,NAMED,QCXJEYYXVJIFCE-UHFFFAOYSA-N,CC(NC1=CC=C(C(O)=O)C=C1)=O,4-acetamidobenzoate,556-08-1,18177,,D03836,6918889,Neg
F100010834,305,54676,Lipid,"Fatty Acid, Dicarboxylate",NAMED,XJMMNTGIMDZPMU-UHFFFAOYSA-N,OC(CC(CC(O)=O)C)=O,3-methylglutarate/2-methylglutarate,,,"HMDB0000422,HMDB0000752",,"1,228,412,046",Polar
F100010846,400,54909,Amino Acid,Glutamate Metabolism,NAMED,DLZVKKBSFAECMQ-YFKPBYRVSA-N,CCC(N[C@@H](CCC(N)=O)C(O)=O)=O,propionylglutamine,,32469839,,,,Pos Early
F100010873,402,54897,Lipid,Galactosyl Glycerolipids,NAMED,MUUBILNSVLPLLL-WVZYQCMWSA-N,O=C(CCCCCCC/C=C/C/C=C/CCCCC)OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)COC(C1O)OC(C(C1O)O)COC(C2O)OC(C(C2O)O)CO,"1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*",,24785309,,,,Pos Late
F100010874,402,54887,Lipid,Galactosyl Glycerolipids,NAMED,QZXMUPATKGLZAP-XZBBILGWSA-N,O=C(CCCCCCCCCCCCCCC)OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)COC(C1O)OC(C(C1O)O)COC(C2O)OC(C(C2O)O)CO,1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*,,24785221,,,,Pos Late
F100010879,402,54899,Lipid,Galactosyl Glycerolipids,NAMED,BROOMPUVDPTGEG-JLHGMIPQSA-N,O[C@H]([C@H]1O)[C@H]([C@@H](CO)O[C@H]1OCC(COC(CCCCCCC/C=C/C/C=C/CCCCC)=O)OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)O,"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",,5019375,,,6535011,Pos Late
F100010885,209,62372,Lipid,Galactosyl Glycerolipids,NAMED,DWKQIHQQZYILDB-DISYYVGZSA-N,O[C@H]([C@H]1O)[C@H]([C@@H](CO)O[C@H]1OC[C@@H](COC(CCCCCCCCCCCCCCC)=O)O)O,1-palmitoyl-galactosylglycerol (16:0)*,,8588782,,,10413348,Neg
F100010893,402,54901,Lipid,Galactosyl Glycerolipids,NAMED,QOCWWAJCODFCIV-OSTDEYQUSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(OC[C@@H](OC(CCCCCCCCCCCCCCC)=O)CO[C@H](O[C@@H]1CO)[C@H](O)[C@@H](O)[C@H]1O)=O,1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*,,23326991,,,,Pos Late
F100010896,209,57655,Nucleotide,"Pyrimidine Metabolism, Uracil containing",NAMED,SXUXMRMBWZCMEN-ZOQUXTDFSA-N,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(NC2=O)=O)CO)O,2'-O-methyluridine,2140-76-3,92343,HMDB0240328,,102212,Neg
F100010901,400,55015,Peptide,Gamma-glutamyl Amino Acid,NAMED,LNLLNTMHVMIMOG-YUMQZZPRSA-N,O=C(N[C@@H](CCCCN)C(O)=O)CC[C@H](N)C(O)=O,gamma-glutamyl-alpha-lysine,,58747,,,65254,Pos Early
F100010911,209,54934,Amino Acid,Glutamate Metabolism,NAMED,NDPAKOLXUGZWID-LURJTMIESA-N,O=C(CCC)N[C@H](C(O)=O)CCC(N)=O,butyrylglutamine/isobutyrylglutamine,,,,,,Neg
F100010926,402,54963,Lipid,Diacylglycerol,NAMED,ZDBLXLQFRZTIIU-ZPNZQGKLSA-N,OC[C@](OC(CCCC/C=C/C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H],linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,,,HMDB0007249,,14275409,Pos Late
F100010927,402,54964,Lipid,Diacylglycerol,NAMED,ZDBLXLQFRZTIIU-ZPNZQGKLSA-N,OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCCC/C=C/C/C=C\C/C=C\CCCCC)=O,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,,,HMDB0007250,,9543737,Pos Late
F100010933,402,54952,Lipid,Diacylglycerol,NAMED,JVRVKOOOXHGJKI-ITLZUPGPSA-N,OC[C@](OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)[H],linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,,,HMDB0007278,,14275411,Pos Late
F100010941,402,54968,Lipid,Diacylglycerol,NAMED,MQGBAQLIFKSMEM-WVZYQCMWSA-N,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,,,HMDB0007248,,9543729,Pos Late
F100010942,402,54969,Lipid,Diacylglycerol,NAMED,MQGBAQLIFKSMEM-WVZYQCMWSA-N,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,,,HMDB0007248,,9543729,Pos Late
F100015637,209,57663,Lipid,"Fatty Acid, Monohydroxy",NAMED,RPGJJWLCCOPDAZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCC(O)C(O)=O,2-hydroxybehenate,,167899,HMDB0061660,,193484,Neg
F100015638,209,61698,Lipid,"Fatty Acid, Monohydroxy",NAMED,UFOOFOUFKSIFCD-KTKRTIGZSA-N,OC(C(O)=O)CCCCCCCCCCCC/C=C\CCCCCCCC,2-hydroxynervonate*,,4472208,,,5312783,Neg
F100015641,209,57664,Lipid,Endocannabinoid,NAMED,MBDKGXAMSZIDKF-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(NC(C(O)=O)CO)=O,N-oleoylserine,,21466990,,,44190514,Neg
F100015642,402,57697,Lipid,Ceramides,NAMED,YWZGQPJRQXHVQX-HOXYDHSRSA-N,O[C@@H]([C@H](CO)NC(C(O)CCCCCCCCCCCCCC)=O)/C=C/CCCCCCCCCCCCC,N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH)),34839-02-6,30786072,,,72715801,Pos Late
F100015643,402,57426,Lipid,Sphingolipid Synthesis,NAMED,KWDXKYNWAKMLKK-YQMRQDNGSA-N,OC(/C=C/CCCCCCCC/C=C\CCC)C(CO)N([H])[H],sphingadienine,25696-03-1,4952479,,,6449795,Pos Late
F100015654,402,57389,Lipid,Fatty Acid Hydroxyl Fatty Acid,NAMED,PGKKGBQMNNEIHV-PFONDFGASA-N,OC(CCCCCCCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)CCCCCCCCC)=O,OAHSA (18:1/OH-18:0),,,,,,Pos Late
F100015655,402,57390,Lipid,Fatty Acid Hydroxyl Fatty Acid,NAMED,IKFIVOAPLOWJFQ-XVTLYKPTSA-N,CCCCCCC(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCCCCCCCC(O)=O,LAHSA (18:2/OH-18:0)*,,,,,,Pos Late
F100015656,209,57392,Lipid,"Fatty Acid, Monohydroxy",NAMED,RGRPPOXMMMSPAK-UHFFFAOYSA-N,OC(C(CCCCCCCCCCCCCCCC)OS(=O)(O)=O)=O,hydroxystearate sulfate,,,,,,Neg
F100015666,400,57404,Lipid,Phospholipid Metabolism,NAMED,ZWZWYGMENQVNFU-AKGZTFGVSA-N,OC([C@@H](N)COP(OCC(CO)O)(O)=O)=O,glycerophosphoserine*,,2339060,,,3081457,Pos Early
F100015723,402,57428,Lipid,Sphingosines,NAMED,BTUSGZZCQZACPT-YYZTVXDQSA-N,OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCC,hexadecasphingosine (d16:1)*,,28533427,,,14767871,Pos Late
F100015724,402,57427,Lipid,Sphingosines,NAMED,RBEJCQPPFCKTRZ-LHMZYYNSSA-N,OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCCC,heptadecasphingosine (d17:1),6918-48-5,4446670,,,5283557,Pos Late
F100015735,402,57432,Lipid,Ceramides,NAMED,ZKRPGPZHULJLKJ-IMVLJIQESA-N,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O,"ceramide (d18:1/14:0, d16:1/16:0)*",,,"HMDB0240681,HMDB0011773",,,Pos Late
F100015737,402,57434,Lipid,Ceramides,NAMED,ICWGMOFDULMCFL-SJCQXOIGSA-N,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCC)=O,"ceramide (d18:1/17:0, d17:1/18:0)*",,,"HMDB0240683,HMDB0240678",,,Pos Late
F100015744,402,57443,Lipid,Ceramides,NAMED,QMVWGDBKESWTON-OQKRWUNJSA-N,CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO,"ceramide (d18:2/24:1, d18:1/24:2)*",,,"HMDB0240679,HMDB0240680",,,Pos Late
F100015752,402,57444,Lipid,Hexosylceramides (HCER),NAMED,KNDOGXSGCOJBRQ-UHRQUHAFSA-N,O=C(C(O)CCCCCCCCCCCC/C=C\CCCCCCCC)NC(COC1OC(CO)C(O)C(O)C1O)C(O)/C=C/CCCCCCCCCCCCC,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,,,,,,Pos Late
F100015759,402,57464,Lipid,Fatty Acid Metabolism (Acyl Choline),NAMED,WYVHUXGFCVDOEA-UHFFFAOYSA-N,C[N+](C)(C)C[CH-]OC(CCCCCCCCCCCCCCCCC)=O,stearoylcholine*,,,HMDB0240648,,90111,Pos Late
F100015760,402,57463,Lipid,Fatty Acid Metabolism (Acyl Choline),NAMED,GVYIAXNFCSAJSK-OKLKQMLOSA-N,C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O,linoleoylcholine*,,,HMDB0013213,,53481656,Pos Late
F100015776,402,57794,Xenobiotics,Drug - Gastrointestinal,NAMED,FELGMEQIXOGIFQ-UHFFFAOYSA-N,CC1=NC=CN1CC2CCC3=C(C2=O)c4c(N3C)cccc4,ondansetron,99614-02-5,4434,HMDB0005035,C07325,4595,Pos Late
F100015797,209,57658,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),NAMED,OQOCQFSPEWCSDO-JLNKQSITSA-N,OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,heneicosapentaenoate (21:5n3),24257-10-1,10171040,,,11998573,Neg
F100015831,402,57511,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",NAMED,WJCRATGUUISKDG-QNEBEIHSSA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenoylcarnitine (C18:3)*,,,,,,Pos Late
F100015832,402,57514,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",NAMED,IUMXSSOVGPXXJL-UHFFFAOYSA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC,behenoylcarnitine (C22)*,,28639204,HMDB0062468,,71464577,Pos Late
F100015833,402,57513,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",NAMED,SVJLJQBGUITFLI-UHFFFAOYSA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCC,arachidoylcarnitine (C20)*,,28639199,HMDB0006460,,53477833,Pos Late
F100015834,402,57515,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",NAMED,YDUFZFUYBBPVLJ-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O,lignoceroylcarnitine (C24)*,,,HMDB0240665,,,Pos Late
F100015837,402,57518,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",NAMED,RBFQHRALHSUPIA-SNPVRQPZSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O,arachidonoylcarnitine (C20:4),,,HMDB0006455,,136212424,Pos Late
F100015838,402,57519,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NAMED,PVOQPLSKYNZHOT-OUKQBFOZSA-N,O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCCCC/C=C/CCCCCCCC,eicosenoylcarnitine (C20:1)*,,,,,,Pos Late
F100015839,402,57520,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",NAMED,OLZWDVKTOGTVLC-UTJQPWESSA-N,O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O,dihomo-linoleoylcarnitine (C20:2)*,,,,,,Pos Late
F100015841,402,57525,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NAMED,WDWXOVLPQSTGNY-SEYXRHQNSA-N,O=C(CCCCCCCCCCC/C=C\CCCCCCCC)OC(CC([O-])=O)C[N+](C)(C)C,erucoylcarnitine (C22:1)*,,,,,,Pos Late
F100015845,402,57523,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",NAMED,WLLMYDQRCSWAST-WSDBEMKQSA-N,O=C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC(C[N+](C)(C)C)CC([O-])=O,docosahexaenoylcarnitine (C22:6)*,,,,,,Pos Late
F100015851,402,57529,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",NAMED,MJPIXACTUMSGGI-WMPRHZDHSA-N,O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,docosapentaenoylcarnitine (C22:5n3)*,,,,,71464594,Pos Late
F100015853,402,57532,Lipid,Endocannabinoid,NAMED,AUJVQJHODMISJP-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCCCC)N([H])CCO,arachidoyl ethanolamide (20:0)*,,3015157,,,3787294,Pos Late
F100015854,402,57534,Lipid,Endocannabinoid,NAMED,XHFWUECSNJWBJU-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCCCCCC)N([H])CCO,behenoyl ethanolamide (22:0)*,,2289737,,,3023585,Pos Late
F100015855,402,57535,Lipid,Endocannabinoid,NAMED,HJPVEPFLQVCCLM-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCCCCCCCC)NCCO,lignoceroyl ethanolamide (24:0)*,,21169187,,,,Pos Late
F100015857,402,57536,Lipid,Endocannabinoid,NAMED,LISKWSFNVJTQKH-KTKRTIGZSA-N,O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)NCCO,nervonoyl ethanolamide (24:1)*,,21169186,,,,Pos Late
F100015860,402,57533,Lipid,Endocannabinoid,NAMED,UGYSMGXRWBTMRZ-KTKRTIGZSA-N,O=C(CCCCCCCCCCC/C=C\CCCCCCCC)N([H])CCO,erucoyl ethanolamide (22:1)*,,4941114,,,6436482,Pos Late
F100015862,402,57541,Lipid,Endocannabinoid,NAMED,WFRLANWAASSSFV-FPLPWBNLSA-N,O=C(NCCO)CCCCCCC/C=C\CCCCCC,palmitoleoyl ethanolamide*,,8011589,HMDB0013648,,9835868,Pos Late
F100015863,402,57542,Lipid,Endocannabinoid,NAMED,GCCFMSAXQJECNH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(NCCO)=O,margaroyl ethanolamide*,,21467441,,,14455158,Pos Late
F100015865,402,57544,Lipid,Sphingolipid Synthesis,NAMED,ZKLREJQHRKUJHD-JKSUJKDBSA-N,O[C@H](CCCCCCCCCCCCC)[C@H](CO)N,hexadecasphinganine (d16:0)*,,571105,,C13915,656816,Pos Late
F100015870,402,57597,Lipid,Sphingosines,NAMED,HTJSZHKGNMXZJN-WUKNDPDISA-N,CCCCCCCCCCCCCCC/C=C/C(O)C(N)CO,eicosanoylsphingosine (d20:1)*,,,,,,Pos Late
F100015882,402,57595,Lipid,Hexosylceramides (HCER),NAMED,FXNTXJCUSRJUFN-QOSDPKFLSA-N,OCC(NC(CCCCCCCCCCCCCCCCCCC)=O)C(OC1OC(CO)C(O)C(O)C1O)/C=C/CCCCCCCCCCCCC,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",,,,,,Pos Late
F100015962,400,57687,Amino Acid,Lysine Metabolism,NAMED,CDLVFVFTRQPQFU-UHFFFAOYSA-N,C[N+](C)(C)CCCCC([O-])=O,"N,N,N-trimethyl-5-aminovalerate",,34236878,,,14274897,Pos Early
F100015965,209,63152,Xenobiotics,Food Component/Plant,NAMED,WYUFTYLVLQZQNH-UHFFFAOYSA-N,CCOC1C(O)C(O)C(O)C(CO)O1,ethyl alpha-glucopyranoside,34625-23-5,378664,HMDB0029968,,11127487,Neg
F100015966,402,57635,Cofactors and Vitamins,Vitamin A Metabolism,NAMED,JKQXZKUSFCKOGQ-DKLMTRRASA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1,carotene diol (1),,,,,,Pos Late
F100015967,402,57636,Cofactors and Vitamins,Vitamin A Metabolism,NAMED,JKQXZKUSFCKOGQ-DKLMTRRASA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1,carotene diol (2),,,,,,Pos Late
F100015968,402,57637,Cofactors and Vitamins,Vitamin A Metabolism,NAMED,JKQXZKUSFCKOGQ-DKLMTRRASA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1,carotene diol (3),,,,,,Pos Late
F100015988,209,57774,Lipid,Secondary Bile Acid Metabolism,NAMED,DGABKXLVXPYZII-MMTMODRTSA-N,O[C@@H]1[C@@](C2)([H])[C@@](CC[C@@H]2O)(C)[C@]3([H])[C@](C1)([H])[C@@]4([H])[C@@](CC3)(C)[C@]([C@H](C)CCC(O)=O)([H])CC4,isohyodeoxycholate,570-84-3,4446910,HMDB0000664,,5283822,Neg
F100016038,400,57814,Amino Acid,Polyamine Metabolism,NAMED,MQTAVJHICJWXBR-UHFFFAOYSA-N,CC(NCCCNCCCCN)=O,(N(1) + N(8))-acetylspermidine,,,"HMDB0002189,HMDB0001276","C01029,C00612","496,123,689",Pos Early
F100016069,402,61769,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NAMED,PETYOUXDCHQKTQ-QXPKXGMISA-N,CCCCCC/C=C\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O,5-dodecenoylcarnitine (C12:1),,,HMDB13326,,91825571,Pos Late
F100019761,402,62881,Lipid,Dihydroceramides,NAMED,IVBULNXGVIHEKN-MVIDNBQJSA-N,CCCCCCCCCCCCCC[C@@H](O)[C@H]([C@@H](NC(CCCCCCCCCCCCCCC)=O)CO)O,N-palmitoyl-phytosphingosine (t18:0/16:0),,8682389,HMDB0010697,,10506988,Pos Late
F100019886,209,61691,Peptide,Dipeptide,NAMED,BRUHBTCDONOARU-UHFFFAOYSA-N,O=C(O)C(CC1=CNC=N1)NC(CCCC)=O,valerylhistidine*,,,HMDB0029129,,18218255,Neg
F100019888,209,61693,Amino Acid,Tryptophan Metabolism,NAMED,JROXMYGUCMIQQD-UHFFFAOYSA-N,O=C(O)C(NC(CCCC)=O)CC1=CNC2=C1C=CC=C2,valeryltryptophan*,,,HMDB0029138,,3360287,Neg
F100019892,209,61700,Lipid,"Fatty Acid, Monohydroxy",NAMED,CPLYLXYEVLGWFJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC(O)C(O)=O,2-hydroxyarachidate*,,4395406,,,5225199,Neg
F100019957,209,61822,Lipid,Endocannabinoid,NAMED,CLHUCXCVFSEJRR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(NC(C(O)=O)CO)=O,N-stearoylserine*,,15545488,,,,Neg
F100019958,209,61823,Lipid,"Fatty Acid, Amide",NAMED,UQQXKOPWRCINAH-HZJYTTRNSA-N,O=C(O)C(CO)NC(CCCCCCC/C=C\C/C=C\CCCCC)=O,N-linoleoylserine*,,,,,,Neg
F100019960,305,61827,Lipid,"Fatty Acid, Monohydroxy",NAMED,RGMMREBHCYXQMA-UHFFFAOYSA-N,OC(C(O)CCCCC)=O,2-hydroxyheptanoate*,,2032206,,,2750949,Polar
F100019968,305,61858,Carbohydrate,Pentose Metabolism,NAMED,QXKAIJAYHKCRRA-PZGQECOJSA-N,OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,lyxonate,,,HMDB0060255,,,Polar
F100019969,209,62869,Lipid,"Fatty Acid, Dicarboxylate",NAMED,QCNWZROVPSVEJA-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCCC(O)=O)=O,heptadecanedioate (C17-DC),2424-90-0,2340922,,,3083765,Neg
F100019972,209,61864,Lipid,"Fatty Acid, Dicarboxylate",NAMED,OHCMUMNQAHNIEP-HNQUOIGGSA-N,OC(CCC/C=C/CCCCCC(O)=O)=O,dodecenedioate (C12:1-DC)*,,,HMDB0000933,,5283028,Neg
F100019975,209,61862,Lipid,"Fatty Acid, Dicarboxylate",NAMED,IWTMSCUHCJHPPR-ACCUITESSA-N,O=C(O)CCCCCCCCCCCC/C=C/C(O)=O,hexadecenedioate (C16:1-DC)*,,,,,,Neg
F100019978,209,61861,Lipid,"Fatty Acid, Dicarboxylate",NAMED,YDPSQMGOAILWPE-FYWRMAATSA-N,O=C(O)CCCCCCCCCCCCCC/C=C/C(O)=O,octadecenedioate (C18:1-DC),,,,,9543674,Neg
F100019982,209,61860,Lipid,"Fatty Acid, Dicarboxylate",NAMED,ZKQNWTGXRAIVGG-PXELCPQFSA-N,O=C(O)CCCCCCCCCCCC/C=C/C=C/C(O)=O,octadecadienedioate (C18:2-DC)*,,,,,,Neg
F100020207,209,62061,Xenobiotics,Food Component/Plant,NAMED,DKEIWIJUHWVGRC-UHFFFAOYSA-N,O=C1C(C(O)=C2)=C(C=C2OS(=O)(O)=O)OC=C1C(C=C3)=CC=C3O,genistein sulfate*,,,,,,Neg
F100020217,400,62947,Amino Acid,Urea cycle; Arginine and Proline Metabolism,NAMED,KXONJPJIFNGMCN-UHFFFAOYSA-N,O=C(C([N+](C)(C)C)C)N1CCCC1C([O-])=O,"N,N,N-trimethyl-alanylproline betaine (TMAP)",,,HMDB0240365,,,Pos Early
F100020219,209,62863,Xenobiotics,Food Component/Plant,NAMED,OLNJUISKUQQNIM-UHFFFAOYSA-N,O=CC1=CNC2=CC=CC=C12,3-formylindole,487-89-8,9838,HMDB29737,C08493,10256,Neg
F100020242,400,62105,Amino Acid,Polyamine Metabolism,NAMED,SKQLBVJMDVTJMX-UHFFFAOYSA-N,CC(N(C(C)=O)CCCCNCCCN)=O,diacetylspermidine*,,25944163,HMDB0002172,C03413,132680,Pos Early
