Analysis,CatID,GroupCode,_Imputation_,SDF1_Observed,SDF1
Group-only PMM,2,D,43,1794.45,1794.45
Group-only PMM,7,C,43,547.82,547.82
Group-only PMM,1,C,43,617.83,617.83
Group-only PMM,10,C,43,59.34,59.34
Group-only PMM,23,C,43,452.94,452.94
Group-only PMM,16,C,43,173.83,173.83
Group-only PMM,20,C,43,908.79,908.79
Group-only PMM,18,D,44,686.49,686.49
Group-only PMM,4,C,44,1041.31,1041.31
Group-only PMM,19,D,44,1412.35,1412.35
Group-only PMM,26,D,44,1205.1,1205.1
Group-only PMM,17,C,44,253.24,253.24
Group-only PMM,22,C,44,400.74,400.74
Group-only PMM,5,C,44,708.48,708.48
Group-only PMM,14,C,44,1387.6,1387.6
Group-only PMM,28,C,44,356.3,356.3
Group-only PMM,12,C,44,762.73,762.73
Group-only PMM,15,C,44,1318.05,1318.05
Group-only PMM,29,C,44,518.66,518.66
Group-only PMM,27,D,44,,410.73
Group-only PMM,21,D,44,942.41,942.41
Group-only PMM,25,C,44,1076.91,1076.91
Group-only PMM,13,C,44,693.81,693.81
Group-only PMM,9,C,44,730.21,730.21
Group-only PMM,3,D,44,410.73,410.73
Group-only PMM,24,D,44,1793.84,1793.84
Group-only PMM,8,C,44,,253.24
Group-only PMM,6,C,44,59.34,59.34
Group-only PMM,11,C,44,745.5,745.5
Group-only PMM,2,D,44,1794.45,1794.45
Group-only PMM,7,C,44,547.82,547.82
Group-only PMM,1,C,44,617.83,617.83
Group-only PMM,10,C,44,59.34,59.34
Group-only PMM,23,C,44,452.94,452.94
Group-only PMM,16,C,44,173.83,173.83
Group-only PMM,20,C,44,908.79,908.79
Group-only PMM,18,D,45,686.49,686.49
Group-only PMM,4,C,45,1041.31,1041.31
Group-only PMM,19,D,45,1412.35,1412.35
Group-only PMM,26,D,45,1205.1,1205.1
Group-only PMM,17,C,45,253.24,253.24
Group-only PMM,22,C,45,400.74,400.74
Group-only PMM,5,C,45,708.48,708.48
Group-only PMM,14,C,45,1387.6,1387.6
Group-only PMM,28,C,45,356.3,356.3
Group-only PMM,12,C,45,762.73,762.73
Group-only PMM,15,C,45,1318.05,1318.05
Group-only PMM,29,C,45,518.66,518.66
Group-only PMM,27,D,45,,942.41
Group-only PMM,21,D,45,942.41,942.41
Group-only PMM,25,C,45,1076.91,1076.91
Group-only PMM,13,C,45,693.81,693.81
Group-only PMM,9,C,45,730.21,730.21
Group-only PMM,3,D,45,410.73,410.73
Group-only PMM,24,D,45,1793.84,1793.84
Group-only PMM,8,C,45,,708.48
Group-only PMM,6,C,45,59.34,59.34
Group-only PMM,11,C,45,745.5,745.5
Group-only PMM,2,D,45,1794.45,1794.45
Group-only PMM,7,C,45,547.82,547.82
Group-only PMM,1,C,45,617.83,617.83
Group-only PMM,10,C,45,59.34,59.34
Group-only PMM,23,C,45,452.94,452.94
Group-only PMM,16,C,45,173.83,173.83
Group-only PMM,20,C,45,908.79,908.79
Group-only PMM,18,D,46,686.49,686.49
Group-only PMM,4,C,46,1041.31,1041.31
Group-only PMM,19,D,46,1412.35,1412.35
Group-only PMM,26,D,46,1205.1,1205.1
Group-only PMM,17,C,46,253.24,253.24
Group-only PMM,22,C,46,400.74,400.74
Group-only PMM,5,C,46,708.48,708.48
Group-only PMM,14,C,46,1387.6,1387.6
Group-only PMM,28,C,46,356.3,356.3
Group-only PMM,12,C,46,762.73,762.73
Group-only PMM,15,C,46,1318.05,1318.05
Group-only PMM,29,C,46,518.66,518.66
Group-only PMM,27,D,46,,1412.35
Group-only PMM,21,D,46,942.41,942.41
Group-only PMM,25,C,46,1076.91,1076.91
Group-only PMM,13,C,46,693.81,693.81
Group-only PMM,9,C,46,730.21,730.21
Group-only PMM,3,D,46,410.73,410.73
Group-only PMM,24,D,46,1793.84,1793.84
Group-only PMM,8,C,46,,1041.31
Group-only PMM,6,C,46,59.34,59.34
Group-only PMM,11,C,46,745.5,745.5
Group-only PMM,2,D,46,1794.45,1794.45
Group-only PMM,7,C,46,547.82,547.82
Group-only PMM,1,C,46,617.83,617.83
Group-only PMM,10,C,46,59.34,59.34
Group-only PMM,23,C,46,452.94,452.94
Group-only PMM,16,C,46,173.83,173.83
Group-only PMM,20,C,46,908.79,908.79
Group-only PMM,18,D,47,686.49,686.49
Group-only PMM,4,C,47,1041.31,1041.31
Group-only PMM,19,D,47,1412.35,1412.35
Group-only PMM,26,D,47,1205.1,1205.1
Group-only PMM,17,C,47,253.24,253.24
Group-only PMM,22,C,47,400.74,400.74
Group-only PMM,5,C,47,708.48,708.48
Group-only PMM,14,C,47,1387.6,1387.6
Group-only PMM,28,C,47,356.3,356.3
Group-only PMM,12,C,47,762.73,762.73
Group-only PMM,15,C,47,1318.05,1318.05
Group-only PMM,29,C,47,518.66,518.66
Group-only PMM,27,D,47,,686.49
Group-only PMM,21,D,47,942.41,942.41
Group-only PMM,25,C,47,1076.91,1076.91
Group-only PMM,13,C,47,693.81,693.81
Group-only PMM,9,C,47,730.21,730.21
Group-only PMM,3,D,47,410.73,410.73
Group-only PMM,24,D,47,1793.84,1793.84
Group-only PMM,8,C,47,,253.24
Group-only PMM,6,C,47,59.34,59.34
Group-only PMM,11,C,47,745.5,745.5
Group-only PMM,2,D,47,1794.45,1794.45
Group-only PMM,7,C,47,547.82,547.82
Group-only PMM,1,C,47,617.83,617.83
Group-only PMM,10,C,47,59.34,59.34
Group-only PMM,23,C,47,452.94,452.94
Group-only PMM,16,C,47,173.83,173.83
Group-only PMM,20,C,47,908.79,908.79
Group-only PMM,18,D,48,686.49,686.49
Group-only PMM,4,C,48,1041.31,1041.31
Group-only PMM,19,D,48,1412.35,1412.35
Group-only PMM,26,D,48,1205.1,1205.1
Group-only PMM,17,C,48,253.24,253.24
Group-only PMM,22,C,48,400.74,400.74
Group-only PMM,5,C,48,708.48,708.48
Group-only PMM,14,C,48,1387.6,1387.6
Group-only PMM,28,C,48,356.3,356.3
Group-only PMM,12,C,48,762.73,762.73
Group-only PMM,15,C,48,1318.05,1318.05
Group-only PMM,29,C,48,518.66,518.66
Group-only PMM,27,D,48,,1412.35
Group-only PMM,21,D,48,942.41,942.41
Group-only PMM,25,C,48,1076.91,1076.91
Group-only PMM,13,C,48,693.81,693.81
Group-only PMM,9,C,48,730.21,730.21
Group-only PMM,3,D,48,410.73,410.73
Group-only PMM,24,D,48,1793.84,1793.84
Group-only PMM,8,C,48,,253.24
Group-only PMM,6,C,48,59.34,59.34
Group-only PMM,11,C,48,745.5,745.5
Group-only PMM,2,D,48,1794.45,1794.45
Group-only PMM,7,C,48,547.82,547.82
Group-only PMM,1,C,48,617.83,617.83
Group-only PMM,10,C,48,59.34,59.34
Group-only PMM,23,C,48,452.94,452.94
Group-only PMM,16,C,48,173.83,173.83
Group-only PMM,20,C,48,908.79,908.79
Group-only PMM,18,D,49,686.49,686.49
Group-only PMM,4,C,49,1041.31,1041.31
Group-only PMM,19,D,49,1412.35,1412.35
Group-only PMM,26,D,49,1205.1,1205.1
Group-only PMM,17,C,49,253.24,253.24
Group-only PMM,22,C,49,400.74,400.74
Group-only PMM,5,C,49,708.48,708.48
Group-only PMM,14,C,49,1387.6,1387.6
Group-only PMM,28,C,49,356.3,356.3
Group-only PMM,12,C,49,762.73,762.73
Group-only PMM,15,C,49,1318.05,1318.05
Group-only PMM,29,C,49,518.66,518.66
Group-only PMM,27,D,49,,1412.35
Group-only PMM,21,D,49,942.41,942.41
Group-only PMM,25,C,49,1076.91,1076.91
Group-only PMM,13,C,49,693.81,693.81
Group-only PMM,9,C,49,730.21,730.21
Group-only PMM,3,D,49,410.73,410.73
Group-only PMM,24,D,49,1793.84,1793.84
Group-only PMM,8,C,49,,253.24
Group-only PMM,6,C,49,59.34,59.34
Group-only PMM,11,C,49,745.5,745.5
Group-only PMM,2,D,49,1794.45,1794.45
Group-only PMM,7,C,49,547.82,547.82
Group-only PMM,1,C,49,617.83,617.83
Group-only PMM,10,C,49,59.34,59.34
Group-only PMM,23,C,49,452.94,452.94
Group-only PMM,16,C,49,173.83,173.83
Group-only PMM,20,C,49,908.79,908.79
Group-only PMM,18,D,50,686.49,686.49
Group-only PMM,4,C,50,1041.31,1041.31
Group-only PMM,19,D,50,1412.35,1412.35
Group-only PMM,26,D,50,1205.1,1205.1
Group-only PMM,17,C,50,253.24,253.24
Group-only PMM,22,C,50,400.74,400.74
Group-only PMM,5,C,50,708.48,708.48
Group-only PMM,14,C,50,1387.6,1387.6
Group-only PMM,28,C,50,356.3,356.3
Group-only PMM,12,C,50,762.73,762.73
Group-only PMM,15,C,50,1318.05,1318.05
Group-only PMM,29,C,50,518.66,518.66
Group-only PMM,27,D,50,,410.73
Group-only PMM,21,D,50,942.41,942.41
Group-only PMM,25,C,50,1076.91,1076.91
Group-only PMM,13,C,50,693.81,693.81
Group-only PMM,9,C,50,730.21,730.21
Group-only PMM,3,D,50,410.73,410.73
Group-only PMM,24,D,50,1793.84,1793.84
Group-only PMM,8,C,50,,708.48
Group-only PMM,6,C,50,59.34,59.34
Group-only PMM,11,C,50,745.5,745.5
Group-only PMM,2,D,50,1794.45,1794.45
Group-only PMM,7,C,50,547.82,547.82
Group-only PMM,1,C,50,617.83,617.83
Group-only PMM,10,C,50,59.34,59.34
Group-only PMM,23,C,50,452.94,452.94
Group-only PMM,16,C,50,173.83,173.83
Group-only PMM,20,C,50,908.79,908.79
